text,feature,predicted_quantile,activation,order,expected_quantile,predicted_activation
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14844,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9848,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17628,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16964,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27879,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12744,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26482,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9516,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2533,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12058,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13472,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25075,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1789,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14404,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24405,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15987,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30818,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11026,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25267,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17833,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3581,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21776,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26342,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22448,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5520,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31777,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15669,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9307,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6322,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3519,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25439,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23954,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28678,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1734,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14115,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15232,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25871,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5908,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9510,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18704,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22745,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27668,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16509,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30079,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24783,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2163,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21923,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7686,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23546,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15438,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10384,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26282,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19131,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20078,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24583,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5322,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12028,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25259,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19015,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29259,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19079,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16605,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28157,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28220,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10681,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23858,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1249,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,45,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9915,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1238,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,32448,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18974,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15200,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14183,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31006,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22176,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14582,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30315,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22975,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19494,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6665,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26874,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30426,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22245,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15609,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6691,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31016,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23233,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6493,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20235,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3168,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20314,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10908,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,17956,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12109,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7393,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,3325,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24894,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12014,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24166,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8027,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20439,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6439,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14549,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29750,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5101,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,128,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26162,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15499,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13232,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7673,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30566,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20655,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26033,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25970,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22607,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13975,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,1124,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13906,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,22015,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27328,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16448,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10438,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23907,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9156,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,12974,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6624,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7126,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21153,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18958,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16267,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31996,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18483,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13807,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,9485,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29337,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,32449,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6075,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14811,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11215,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,31282,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18048,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18879,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16413,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,30728,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10709,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28712,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,7583,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28520,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,24796,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18373,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5047,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,13903,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27634,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8879,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18501,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8662,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11152,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27184,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16472,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10685,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,6217,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27532,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,14508,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,19598,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15074,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29197,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,27427,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,15980,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29378,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,21947,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11922,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,2657,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,25184,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,207,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,23429,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,16926,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,28997,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,18926,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,8940,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,29150,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,10688,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,20689,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,26873,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,5071,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,146,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,840,-1.0,-1.0,-1,-1.0,-1.0
 we have that $|x_1-x_2|^{\beta_0-\beta} \leq \max \{|x_1-\hat x<<_>>,11825,-1.0,-1.0,-1,-1.0,-1.0
